Episode,QDRL_4Q_5D_Reward
1361,104.58031478638534
1362,104.47865236264134
1363,104.23781266982618
1364,104.71474604777254
1365,104.41630580185357
1366,104.44492698353362
1367,104.245436552461
1368,104.35312492872062
1369,104.25595208829724
1370,104.41259248524165
1371,104.82731880866864
1372,104.14909751684704
1373,104.09617568484884
1374,104.77513077465221
1375,104.40580696636864
1376,104.30511787354912
1377,104.68161949048478
1378,104.32020254977587
1379,104.85582857342082
1380,104.60398957635641
1381,104.34831581405173
1382,104.9311455605878
1383,104.3242328797791
1384,104.62177451091577
1385,104.5254521867973
1386,104.74715607236747
1387,104.80554144591162
1388,104.47035664751135
1389,104.29894123633082
1390,104.56733506524802
1391,104.31856233231306
1392,104.91219381186419
1393,104.50094555700517
1394,104.39226634086432
1395,104.51506603599537
1396,104.17993770660539
1397,104.26448919411084
1398,104.74434363012053
1399,104.3378134263296
1400,104.25415646165266
1401,104.60475609887796
1402,104.74983170999103
1403,104.64949928526704
1404,104.71288102757175
1405,104.32974456569912
1406,104.18599779503393
1407,104.83171363851605
1408,104.43312191904482
1409,104.45168633145695
1410,104.80189697819137
1411,104.63495578845382
1412,104.61583733989285
1413,104.99486498029431
1414,104.38007813510809
1415,104.72892954843203
1416,104.54056471125557
1417,104.59039338362513
1418,104.87091116545973
1419,104.64978038423682
1420,104.65995303434079
1421,104.78101344937888
1422,104.46836830847884
1423,104.36768955831526
1424,104.32617669805776
1425,104.12721611369659
1426,105.0160203196051
1427,104.32484897186197
1428,104.52283846931444
1429,104.51463369753422
1430,104.6472388575834
1431,104.76320622651076
1432,104.77724024052453
1433,104.46390792110729
1434,104.55972338085903
1435,104.66301871888265
1436,104.55055527252766
1437,104.96335419453953
1438,104.72227759152545
1439,104.78051465758747
1440,104.76930678731333
1441,104.8863208460659
1442,104.67271675159112
1443,104.35237550167903
1444,104.7304468916775
1445,104.50410390050027
1446,104.53604284919464
1447,104.78632328922494
1448,104.93477809962593
1449,104.67211546396108
1450,104.74050548138725
1451,105.05222194299786
1452,104.73591804566372
1453,105.260584888993
1454,104.81793285553091
1455,104.31150222630592
1456,104.86999695146119
1457,104.79355014740094
1458,104.99891544107456
1459,104.86878456107692
1460,104.6957787373557
1461,104.46248665226187
1462,104.69147843123712
1463,104.55601765144297
1464,104.62112215669508
1465,104.88406552466401
1466,105.12773325174594
1467,104.85299223122361
1468,104.50891392192062
1469,104.87569716342557
1470,105.0470517719583
1471,104.65557996464058
1472,104.76621807343783
1473,104.80493238002951
1474,104.63505114397654
1475,104.9564061159532
1476,104.79325850637521
1477,104.91827312076116
1478,104.63686196382056
1479,104.7420282187309
1480,105.00337544966928
1481,104.7686336263146
1482,105.23681635323967
1483,104.77521289978675
1484,104.91883237103629
1485,105.08086004553404
1486,104.5699565339399
1487,104.50094372876961
1488,104.55901882508927
1489,105.1787892709191
1490,104.78598466656554
1491,105.47658425574399
1492,104.7960462838787
1493,104.96719489587238
1494,105.27228228353725
1495,105.38079376371155
1496,105.39942921552564
1497,105.21819308049037
1498,105.1841084404304
1499,105.09563999416716
1500,105.14299919867587
